NM_MUNICIPIO_PROPRIEDADE;SG_UF_PROPRIEDADE;NM_CULTURA_GLOBAL;NR_AREA_TOTAL;NR_PRODUTIVIDADE_ESTIMADA;NR_PRODUTIVIDADE_SEGURADA;NivelDeCobertura;VL_LIMITE_GARANTIA;VL_PREMIO_LIQUIDO;PE_TAXA;VL_SUBVENCAO_FEDERAL;ANO_APOLICE;CD_GEOCMU;VALOR_INDENIZAÇÃO;EVENTO_PREPONDERANTE
Toledo;PR;Soja;82;2100;1050;0,50;87741,64;2794,43;0,0318;1397,22;2008;4127700;22092,70; SECA
Ouro Verde do Oeste;PR;Soja;97;2852;1996,4;0,70;99910;5647,08;0,0565;2823,54;2008;4117453;41955,50; SECA
Iporã;PR;Soja;194;2294;1605,8;0,70;196054,1;11933,72;0,0609;5966,86;2008;4110607;3149,39; SECA
Campina da Lagoa;PR;Soja;70;2925;1755;0,60;80856,17;3067,26;0,0379;1533,63;2008;4103909;69511,72; GRANIZO
Dourados;MS;Soja;239;2350;1292,5;0,55;240163,41;13809,39;0,0575;6904,7;2008;5003702;97261,03; SECA
Itapejara d'Oeste;PR;Milho 1ª safra;12;6404;4162,6;0,65;19896;878,01;0,0441;439,01;2008;4111209;15187,99; SECA
Itapejara d'Oeste;PR;Milho 1ª safra;204;2841;1420,5;0,50;212500,68;2082,22;0,0098;1041,11;2008;4111209;30386,46; SECA
Palotina;PR;Soja;37;2819;1973,3;0,70;33448;2195,93;0,0657;1097,97;2008;4117909;13238,11; SECA
Candido Mota;SP;Soja;21;2520;1512;0,60;21348,9;1376,07;0,0645;688,04;2008;3510005;6415,91; SECA
Candido Mota;SP;Milho 1ª safra;12;3064;1838,4;0,60;13639,4;997,75;0,0732;498,88;2008;3510005;7937,00; SECA
Assis Chateaubriand;PR;Soja;33;2706;1894,2;0,70;35474,73;2005,09;0,0565;1002,55;2008;4102000;24129,16; SECA
Itambé;PR;Soja;12;5600;2800;0,50;19147,88;840,19;0,0439;420,1;2008;4111100;1909,93; SECA
Itambé;PR;Soja;87;2766;1659,6;0,60;91295,39;5656,34;0,0620;2828,17;2008;4111100;54190,90; SECA
São Miguel do Iguaçu;PR;Soja;5;2822;1693,2;0,60;5750,01;658,56;0,1145;329,28;2008;4125704;4949,73; SECA
Andirá;PR;Soja;9;2575;1287,5;0,50;8992,72;274,67;0,0305;137,34;2008;4101101;3628,52; SECA
Amambaí;MS;Soja;252;2450;1347,5;0,55;215638,06;12399,18;0,0575;6199,59;2008;5000609;105061,60; SECA
Amambaí;MS;Soja;84;2450;1347,5;0,55;72294,29;4156,92;0,0575;2078,46;2008;5000609;41543,74; SECA
Giruá;RS;Trigo;70;1400;700;0,50;50000;4831,52;0,0966;2898,91;2008;4309001;20182,34; CHUVA EXCESSIVA
Pato Bragado;PR;Milho 1ª safra;17;6600;3300;0,50;22819,88;853,26;0,0374;426,63;2008;4118451;2912,94; SECA
Palmeira;PR;Milho 1ª safra;19;6183;3091,5;0,50;36089,56;968,92;0,0268;484,46;2008;4117701;22599,61; SECA
Ourizona;PR;Soja;119;2796;1677,6;0,60;124544,49;7364,36;0,0591;3682,18;2008;4117404;64741,06; SECA
Ivatuba;PR;Soja;68;3006;2104,2;0,70;54196;3157,5;0,0583;1578,75;2008;4111605;26408,20; SECA
Ivatuba;PR;Soja;19;3006;2104,2;0,70;15909,3;926,88;0,0583;463,44;2008;4111605;10012,68; SECA
Clevelândia;PR;Milho 1ª safra;26;7306;4748,9;0,65;43133,48;1903,49;0,0441;951,75;2008;4105706;15921,30; SECA
Assis Chateaubriand;PR;Soja;36;2706;1894,2;0,70;36090;2039,86;0,0565;1019,93;2008;4102000;18377,77; SECA
Palotina;PR;Soja;48;2819;1973,3;0,70;48254,8;3168,03;0,0657;1584,02;2008;4117909;12009,29; SECA
Assis Chateaubriand;PR;Soja;68;2706;1894,2;0,70;63518,07;3590,15;0,0565;1795,08;2008;4102000;33139,58; SECA
Palotina;PR;Soja;18;2819;1973,3;0,70;17241,06;1131,91;0,0657;565,96;2008;4117909;10295,21; SECA
Três Barras do Paraná;PR;Soja;23;2857;1999,9;0,70;25233,3;1426,23;0,0565;713,12;2008;4127858;8794,28; SECA
Pato Branco;PR;Milho 1ª safra;12;7646;4969,9;0,65;19896;878,01;0,0441;439,01;2008;4118501;2454,71; SECA
Bom Sucesso do Sul;PR;Milho 1ª safra;78;8882;5773,3;0,65;111384;4915,42;0,0441;2457,71;2008;4103222;6685,40; SECA
Terra Roxa;PR;Soja;100;5746;2873;0,50;183000;3450,37;0,0189;1725,19;2008;4127403;26513,98; SECA
Terra Roxa;PR;Soja;162;2348;1174;0,50;203877;4896,11;0,0240;2448,06;2008;4127403;36613,72; SECA
Laranjeiras do Sul;PR;Soja;84;6261;4382,7;0,70;94527,3;1271,73;0,0135;635,87;2008;4113304;5768,75; GRANIZO
Toledo;PR;Soja;48;3054;2137,8;0,70;37930;2143,86;0,0565;1071,93;2008;4127700;27372,90; SECA
Renascença;PR;Milho 1ª safra;34;7797;5068,05;0,65;52275,72;2306,95;0,0441;1153,48;2008;4121604;18006,88; SECA
Salto do Lontra;PR;Milho 1ª safra;113;2603;1301,5;0,50;127042,51;1240,33;0,0098;620,17;2008;4123006;6604,91; SECA
Nova Esperança;PR;Soja;41;2339;1403,4;0,60;40564,25;2777,76;0,0685;1388,88;2008;4116901;12651,37; SECA
Canoinhas;SC;Milho 1ª safra;30;5970;2985;0,50;54396,9;3914,21;0,0720;1957,11;2008;4203808;6305,91; SECA
Nova Aurora;PR;Soja;37;2680;1742;0,65;35962,9;1837,23;0,0511;918,62;2008;4116703;19736,24; SECA
Vera Cruz do Oeste;PR;Trigo;168;2413;1447,8;0,60;151191,6;18060,82;0,1195;10836,49;2008;4128559;43225,05; GRANIZO
Palmeira;PR;Milho 1ª safra;24;6183;3091,5;0,50;45581,18;1223,75;0,0268;611,88;2008;4117701;34950,55; SECA
Campina da Lagoa;PR;Soja;24;2925;2047,5;0,70;27805,1;1523,23;0,0548;761,62;2008;4103909;21425,42; SECA
Nova Aurora;PR;Soja;123;2680;1742;0,65;120861,44;6174,44;0,0511;3087,22;2008;4116703;49681,21; SECA
Itapejara d'Oeste;PR;Milho 1ª safra;74;6404;4162,6;0,65;120044,32;5297,6;0,0441;2648,8;2008;4111209;76786,12; SECA
Espigão Alto do Iguaçu;PR;Milho 1ª safra;16;6500;4225;0,65;28116;1005,45;0,0358;502,73;2008;4107546;14939,74; SECA
Santa Terezinha de Itaipu;PR;Soja;108;2822;1693,2;0,60;99359,66;6847,17;0,0689;3423,59;2008;4124053;78384,25; SECA
Assis Chateaubriand;PR;Soja;64;2706;1894,2;0,70;60194,55;3402,3;0,0565;1701,15;2008;4102000;43385,86; SECA
São Miguel do Iguaçu;PR;Soja;38;2950;1770;0,60;42595,41;2314,96;0,0543;1157,48;2008;4125704;12032,58; SECA
Ponta Porã;MS;Soja;135;2773;1941,1;0,70;142709,47;14092,98;0,0988;7046,49;2008;5006606;32722,09; SECA
Jesuítas;PR;Milho 1ª safra;32;5657;2828,5;0,50;48549,12;516,29;0,0106;258,15;2008;4112751;7202,42; SECA
Ubiratã;PR;Soja;48;5000;3250;0,65;70499,92;19799,16;0,2808;9899,58;2008;4128005;121318,87; SECA
Juranda;PR;Soja;71;5271;2635,5;0,50;147042,15;1013,5;0,0069;506,75;2008;4112959;13723,01; SECA
Formosa do Oeste;PR;Soja;43;2606;1563,6;0,60;44809,26;3862,36;0,0862;1931,18;2009;4108205;9038,87; SECA
Rolador;RS;Milho 1ª safra;125;3633;1816,5;0,50;123981;2964,76;0,0239;1482,38;2008;4315958;9316,42; SECA
Jataizinho;PR;Milho 1ª safra;80;2600;1300;0,50;94422,4;2103,84;0,0223;1051,92;2008;4112702;19099,67; SECA
Primeiro de Maio;PR;Soja;130;2500;1500;0,60;129995,86;1797,83;0,0138;898,92;2008;4120507;18354,09; SECA
Itaipulândia;PR;Soja;52;2958;2070,6;0,70;45882,36;2593,35;0,0565;1296,68;2008;4110953;23292,54; SECA
Itaipulândia;PR;Soja;48;2958;2070,6;0,70;39411,77;2227,62;0,0565;1113,81;2008;4110953;20546,78; SECA
Terra Roxa;PR;Soja;15;7700;5390;0,70;34884,75;2127,86;0,0610;1063,93;2008;4127403;15786,26; SECA
Francisco Alves;PR;Soja;23;2632;1579,2;0,60;22170,73;1703,77;0,0768;851,89;2008;4108320;10447,87; SECA
Itapejara d'Oeste;PR;Milho 1ª safra;9;6404;4162,6;0,65;14309,62;631,48;0,0441;315,74;2008;4111209;7066,46; SECA
Itapejara d'Oeste;PR;Soja;19;2630;1841;0,70;17324,16;907,63;0,0524;453,82;2008;4111209;9673,68; SECA
Itapejara d'Oeste;PR;Soja;40;2630;1841;0,70;41582,34;2178,55;0,0524;1089,28;2008;4111209;15564,44; SECA
Itapejara d'Oeste;PR;Milho 1ª safra;12;6404;4162,6;0,65;19885,64;877,56;0,0441;438,78;2008;4111209;6987,13; SECA
Santa Helena;PR;Soja;48;2690;1883;0,70;46650;3057,6;0,0655;1528,8;2008;4123501;33251,84; SECA
Aral Moreira;MS;Soja;70;2500;1500;0,60;70001,96;4009,89;0,0573;2004,95;2008;5001243;48600,81; SECA
Mafra;SC;Milho 1ª safra;140;7625;5337,5;0,70;270000;1304,73;0,0048;652,37;2008;4210100;10840,71; SECA
Ubiratã;PR;Soja;258;2966;2076,2;0,70;271835,56;14891,86;0,0548;7445,93;2008;4128005;134098,10; SECA
Tupãssi;PR;Soja;32;3024;2116,8;0,70;35450,98;2003,75;0,0565;1001,88;2008;4127957;20561,45; SECA
Campo Bonito;PR;Milho 1ª safra;75;8000;5600;0,70;136871,19;6947,7;0,0508;3473,85;2008;4104055;41652,32; SECA
Barra do Jacaré;PR;Soja;17;2310;1617;0,70;16043,25;934,69;0,0583;467,35;2008;4102703;5596,98; SECA
Juranda;PR;Soja;37;3015;2110,5;0,70;39623,36;2170,67;0,0548;1085,34;2008;4112959;27983,15; SECA
Juranda;PR;Soja;30;3145;1729,75;0,55;35294,12;6944,06;0,1967;3472,03;2008;4112959;66842,24; SECA
Juranda;PR;Soja;140;3015;2110,5;0,70;120065;6577,48;0,0548;3288,74;2008;4112959;45476,50; SECA
Araruna;PR;Soja;146;2600;1820;0,70;153300;8931,39;0,0583;4465,7;2008;4101705;56235,41; SECA
Araruna;PR;Soja;44;2600;1820;0,70;46200;2691,65;0,0583;1345,83;2008;4101705;29852,31; SECA
Nova Laranjeiras;PR;Milho 1ª safra;12;4133;2686,45;0,65;19506,16;860,81;0,0441;430,41;2008;4117057;8273,46; SECA
Nova Laranjeiras;PR;Soja;61;2558;1790,6;0,70;49172,76;2693,81;0,0548;1346,91;2008;4117057;21985,74; SECA
Porto Barreiro;PR;Milho 1ª safra;37;2350;1175;0,50;40231,95;5442,35;0,1353;2721,18;2008;4120150;66351,42; SECA
Itaquiraí;MS;Soja;121;2690;1614;0,60;133855,47;7667,59;0,0573;3833,8;2008;5004601;63742,86; SECA
Mirador;PR;Soja;116;2325;1395;0,60;109437,72;8255,41;0,0754;4127,71;2008;4115903;16003,65; SECA
Assis Chateaubriand;PR;Soja;95;2706;1894,2;0,70;86897,06;4911,57;0,0565;2455,79;2008;4102000;38722,71; SECA
Francisco Alves;PR;Soja;48;2632;1579,2;0,60;46872,01;3602,01;0,0768;1801,01;2008;4108320;17998,88; SECA
Boa Esperança;PR;Milho 1ª safra;240;2900;1450;0,50;253749,07;1126,59;0,0044;563,3;2008;4103008;9040,95; SECA
Santa Terezinha de Itaipu;PR;Soja;220;2280;1140;0,50;264847;1312,1;0,0050;656,05;2008;4124053;13979,76; SECA
São Miguel do Iguaçu;PR;Soja;43;2950;1770;0,60;48160;2617,39;0,0543;1308,7;2008;4125704;22083,51; SECA
Diamante d'Oeste;PR;Soja;37;2688;1612,8;0,60;34509,08;1331,6;0,0386;665,8;2008;4107157;13975,04; SECA
Cafelândia;PR;Soja;15;2988;2091,6;0,70;14162,17;825,1;0,0583;412,55;2008;4103453;3431,79; GRANIZO
Terra Roxa;PR;Soja;21;2552;1531,2;0,60;22520,52;1686,59;0,0749;843,3;2008;4127403;5753,68; SECA
Terra Roxa;PR;Soja;24;2552;1531,2;0,60;22070,4;1652,88;0,0749;826,44;2008;4127403;2611,78; SECA
Assis Chateaubriand;PR;Soja;36;2706;1894,2;0,70;33650,1;1901,96;0,0565;950,98;2008;4102000;23519,90; SECA
Palmeira;PR;Milho 1ª safra;19;6183;3091,5;0,50;29893,45;802,57;0,0268;401,29;2008;4117701;20117,52; SECA
Teixeira Soares;PR;Milho 1ª safra;20;5800;2900;0,50;30068,85;807,28;0,0268;403,64;2008;4127007;11032,24; SECA
Nova Aurora;PR;Soja;77;2680;1742;0,65;86229,21;4405,18;0,0511;2202,59;2008;4116703;17311,47; SECA
Nova Aurora;PR;Soja;45;2680;1742;0,65;50256,61;2567,45;0,0511;1283,73;2008;4116703;9802,54; SECA
Turvo;SC;Arroz;44;7145;3572,5;0,50;75476,23;1427,48;0,0189;713,74;2008;4218806;41672,80; GRANIZO
Palmeira;PR;Milho 1ª safra;12;2480;1736;0,70;11299,2;766,29;0,0678;383,15;2008;4117701;6799,73; SECA
Assis Chateaubriand;PR;Soja;66;2706;1894,2;0,70;67953,25;3840,83;0,0565;1920,42;2008;4102000;21025,88; SECA
Catanduvas;PR;Soja;14;2988;2091,6;0,70;14865,48;765,89;0,0515;382,95;2008;4105003;10601,14; SECA
Francisco Beltrão;PR;Milho 1ª safra;61;6460;4522;0,70;82642,01;4194,98;0,0508;2097,49;2008;4108403;51116,43; SECA
Francisco Beltrão;PR;Soja;39;2640;1848;0,70;40321,46;2016,07;0,0500;1008,04;2008;4108403;22800,75; SECA
Moreira Sales;PR;Soja;18;2850;1425;0,50;18799,92;8914,16;0,4742;4457,08;2008;4116109;84174,50; SECA
Três Barras do Paraná;PR;Soja;77;2857;1999,9;0,70;75667,13;4276,83;0,0565;2138,42;2008;4127858;30028,74; SECA
Palmeira;PR;Trigo;62;1888;1038,4;0,55;57203,11;6578,35;0,1150;3947,01;2008;4117701;20645,81; CHUVA EXCESSIVA
Borrazópolis;PR;Soja;156;2830;1981;0,70;175506,24;10225,14;0,0583;5112,57;2008;4103305;22774,28; SECA
Santa Terezinha de Itaipu;PR;Soja;12;2822;1693,2;0,60;13800,01;951;0,0689;475,5;2008;4124053;7664,74; SECA
Tupãssi;PR;Soja;38;3024;2116,8;0,70;38372,4;2168,87;0,0565;1084,44;2008;4127957;19444,35; SECA
Terra Roxa;PR;Soja;54;2552;1531,2;0,60;58825,6;4405,52;0,0749;2202,76;2008;4127403;13062,44; SECA
Sertaneja;PR;Soja;10;2966;2076,2;0,70;11252,02;3922,78;0,3486;1961,39;2008;4126405;16851,10; GRANIZO
Doutor Camargo;PR;Soja;23;3000;2100;0,70;23051,15;1342,98;0,0583;671,49;2008;4107306;16959,06; SECA
Ivatuba;PR;Soja;61;3006;2104,2;0,70;55250,55;3218,94;0,0583;1609,47;2008;4111605;39980,09; SECA
Assis Chateaubriand;PR;Soja;100;2706;1894,2;0,70;102252,87;5779,51;0,0565;2889,76;2008;4102000;9247,59; SECA
Mariópolis;PR;Milho 1ª safra;15;7878;5120,7;0,65;25641,83;1131,58;0,0441;565,79;2008;4115309;24075,09; SECA
Mariópolis;PR;Milho 1ª safra;14;7878;5120,7;0,65;24036,21;1060,72;0,0441;530,36;2008;4115309;18215,63; SECA
Tibagi;PR;Milho 1ª safra;33;7938;5556,6;0,70;55227,15;2803,37;0,0508;1401,69;2008;4127502;13656,70; SECA
Marechal Cândido Rondon;PR;Soja;22;2631;1841,7;0,70;22757,66;1286,3;0,0565;643,15;2008;4114609;10771,49; SECA
Guaíra;SP;Soja;216;2503;1626,95;0,65;228106,8;11826,84;0,0518;5913,42;2008;3517406;22177,05; GRANIZO
Ibiporã;PR;Soja;90;2400;1680;0,70;70237,8;4092,11;0,0583;2046,06;2008;4109807;35655,50; SECA
Corbélia;PR;Milho 1ª safra;35;8192;5324,8;0,65;63912,96;2820,5;0,0441;1410,25;2008;4106308;18391,90; SECA
Ubiratã;PR;Soja;253;2966;2076,2;0,70;227999,18;12490,38;0,0548;6245,19;2008;4128005;58012,11; SECA
Ubiratã;PR;Soja;50;2966;2076,2;0,70;50010;2739,67;0,0548;1369,84;2008;4128005;24862,16; SECA
Caarapó;MS;Soja;92;2420;1331;0,55;99290,08;5709,17;0,0575;2854,59;2008;5002407;23326,90; SECA
Ubiratã;PR;Soja;58;2966;2076,2;0,70;61826,26;3387;0,0548;1693,5;2008;4128005;28611,84; SECA
Ubiratã;PR;Soja;46;2966;2076,2;0,70;49679,72;2721,58;0,0548;1360,79;2008;4128005;21642,66; SECA
Santo Antônio da Platina;PR;Cana-de-açúcar;12;130;65;0,50;26997,5;223,02;0,0083;89,21;2008;4124103;7914,70; GEADA
Lapa;PR;Soja;88;2750;1925;0,70;91967,92;4598,39;0,0500;2299,2;2008;4113205;7065,34; SECA
Nova Aurora;PR;Soja;24;2680;1742;0,65;32301,66;1650,19;0,0511;825,1;2008;4116703;16206,43; SECA
Cascavel;PR;Soja;20;2893;2025,1;0,70;17677,3;1029,89;0,0583;514,95;2008;4104808;3395,29; SECA
Fortaleza dos Valos;RS;Milho 1ª safra;65;4550;2275;0,50;52600,6;3350,42;0,0637;1675,21;2008;4308458;13888,70; SECA
São Miguel do Iguaçu;PR;Soja;58;2950;1770;0,60;58568,63;3183,07;0,0543;1591,54;2008;4125704;19512,44; SECA
São Miguel do Iguaçu;PR;Soja;36;2950;1770;0,60;36380;1977,17;0,0543;988,59;2008;4125704;15369,35; SECA
Pranchita;PR;Milho 1ª safra;36;5900;3835;0,65;47620,84;2101,52;0,0441;1050,76;2008;4120358;41412,09; SECA
Terra Boa;PR;Soja;122;2670;1869;0,70;122377,5;7129,82;0,0583;3564,91;2008;4127205;49029,57; SECA
Tuneiras do Oeste;PR;Soja;248;2500;1750;0,70;287707,51;20671,15;0,0718;10335,58;2008;4127908;139962,15; SECA
Campo Mourão;PR;Soja;72;2830;1981;0,70;88017,1;5127,95;0,0583;2563,98;2008;4104303;17934,52; SECA
Cambira;PR;Milho 1ª safra;22;6666;4666,2;0,70;30516,2;1549,02;0,0508;774,51;2008;4103800;9796,20; SECA
Nova Esperança;PR;Soja;60;2339;1403,4;0,60;62843,93;4303,44;0,0685;2151,72;2008;4116901;37385,57; SECA
Tuneiras do Oeste;PR;Soja;243;2500;1750;0,70;280773,35;20172,95;0,0718;10086,48;2008;4127908;138070,62; SECA
Nova Prata do Iguaçu;PR;Soja;15;2690;1614;0,60;15564,68;566,76;0,0364;283,38;2008;4117255;4011,69; SECA
Nova Prata do Iguaçu;PR;Milho 1ª safra;16;4655;3025,75;0,65;23122,69;826,88;0,0358;413,44;2008;4117255;19301,60; SECA
Nova Prata do Iguaçu;PR;Milho 1ª safra;8;4655;3025,75;0,65;11561,32;413,44;0,0358;206,72;2008;4117255;5829,83; SECA
Catanduvas;PR;Soja;17;2988;2091,6;0,70;17987,36;926,74;0,0515;463,37;2008;4105003;3707,36; SECA
Ivatuba;PR;Soja;38;2552;1786,4;0,70;40525,03;1256,49;0,0310;628,25;2008;4111605;17505,09; SECA
Ouro Verde do Oeste;PR;Soja;140;2852;1996,4;0,70;153424,02;8671,79;0,0565;4335,9;2008;4117453;21325,95; SECA
Terra Roxa;PR;Soja;29;2552;1531,2;0,60;33262,4;2491,06;0,0749;1245,53;2008;4127403;18740,60; SECA
Assis Chateaubriand;PR;Soja;29;2706;1894,2;0,70;25192,16;1423,9;0,0565;711,95;2008;4102000;19342,03; SECA
Assis Chateaubriand;PR;Soja;54;2706;1894,2;0,70;46203,92;2611,52;0,0565;1305,76;2008;4102000;35563,58; SECA
Fernandes Pinheiro;PR;Milho 1ª safra;25;5600;2800;0,50;33722,26;905,36;0,0268;452,68;2008;4107736;5081,25; SECA
Quitandinha;PR;Milho 1ª safra;30;4137;2689,05;0,65;49644,3;2190,82;0,0441;1095,41;2008;4121208;5772,96; SECA
Céu Azul;PR;Trigo;33;2370;1422;0,60;29688,45;3859,49;0,1300;2315,69;2008;4105300;21018,68; GRANIZO
Céu Azul;PR;Milho 1ª safra;72;8000;5600;0,70;111456;5076,09;0,0455;2538,05;2008;4105300;51747,43; SECA
Caarapó;MS;Soja;361;2420;1331;0,55;400000;23000;0,0575;11500;2008;5002407;42125,51; GRANIZO
Fênix;PR;Soja;411;2718;1902,6;0,70;343153,06;1267,02;0,0037;633,51;2008;4107702;13302,94; SECA
Fênix;PR;Milho 1ª safra;59;2966;2076,2;0,70;54165,25;1297,74;0,0240;648,87;2008;4107702;19760,71; SECA
Quinta do Sol;PR;Soja;60;2359;1297,45;0,55;64754,4;12952,44;0,2000;6476,22;2008;4121109;29685,56; SECA
Barbosa Ferraz;PR;Soja;15;2886;2020,2;0,70;13285,74;774,03;0,0583;387,02;2008;4102505;3828,78; SECA
Nova Santa Rosa;PR;Soja;43;3073;2151,1;0,70;43685,02;2763,55;0,0633;1381,78;2008;4117222;27666,68; SECA
Toledo;PR;Soja;14;3054;2137,8;0,70;14547,15;822,23;0,0565;411,12;2008;4127700;9443,51; SECA
Jesuítas;PR;Soja;75;2688;1881,6;0,70;75937,25;4762,58;0,0627;2381,29;2008;4112751;35981,01; SECA
Santa Helena;PR;Soja;24;2690;1883;0,70;27730,25;1817,53;0,0655;908,77;2008;4123501;3391,82; SECA
Fátima do Sul;MS;Soja;72;2390;1195;0,50;54046,25;3719,84;0,0688;1859,92;2008;5003801;12343,41; SECA
Itambé;PR;Soja;102;2225;1112,5;0,50;95604,6;2835,23;0,0297;1417,62;2008;4111100;35203,27; SECA
Faxinal;PR;Soja;100;2866;2006,2;0,70;99392;5790,66;0,0583;2895,33;2008;4107603;44174,65; SECA
Cruzmaltina;PR;Soja;77;2850;1425;0,50;81787,09;5883,31;0,0719;2941,66;2008;4106852;22548,00; SECA
São João do Ivaí;PR;Milho 1ª safra;14;6299;3464,45;0,55;16410,8;551,19;0,0336;275,6;2008;4125001;6936,97; SECA
Assis Chateaubriand;PR;Soja;121;2281;1140,5;0,50;127050;1064,47;0,0084;532,24;2008;4102000;9678,95; SECA
Santa Terezinha de Itaipu;PR;Soja;7;5500;2750;0,50;12254,9;6337,21;0,5171;3168,61;2008;4124053;72461,46; SECA
Santa Terezinha de Itaipu;PR;Soja;24;2822;1693,2;0,60;22263,92;1534,27;0,0689;767,14;2008;4124053;16373,04; SECA
São Miguel do Iguaçu;PR;Soja;6;2680;1876;0,70;7684,8;2268,75;0,2952;1134,38;2008;4125704;14659,81; SECA
Mariópolis;PR;Milho 1ª safra;19;7878;5120,7;0,65;30842,64;1361,09;0,0441;680,55;2008;4115309;17405,02; SECA
Ibirubá;RS;Milho 1ª safra;90;4297;2363,35;0,55;107187,3;8423,52;0,0786;4211,76;2008;4310009;45065,06; SECA
Caarapó;MS;Soja;18;2225;1112,5;0,50;16993,08;2319,44;0,1365;1159,72;2008;5002407;49183,15; SECA
Santa Terezinha de Itaipu;PR;Soja;107;2822;1693,2;0,60;120008,09;8270,12;0,0689;4135,06;2008;4124053;45226,08; SECA
Itaipulândia;PR;Soja;53;2958;2070,6;0,70;59754,91;3377,45;0,0565;1688,73;2008;4110953;51043,85; SECA
Itaipulândia;PR;Soja;50;2958;2070,6;0,70;54901,97;3103,15;0,0565;1551,58;2008;4110953;42724,59; SECA
Tupãssi;PR;Soja;171;2629;1840,3;0,70;214114,23;2081,13;0,0097;1040,57;2008;4127957;18712,70; SECA
Tupãssi;PR;Milho 2ª safra;69;3300;1815;0,55;56151,53;5798,25;0,1033;3478,95;2008;4127957;36037,55; GEADA
Itambé;PR;Soja;53;2766;1659,6;0,60;50158,49;3107,64;0,0620;1553,82;2008;4111100;18279,45; SECA
Itambé;PR;Soja;48;2766;1659,6;0,60;50310,31;3117,05;0,0620;1558,53;2008;4111100;18826,79; SECA
Boa Esperança;PR;Soja;54;2960;2072;0,70;57572;3153,94;0,0548;1576,97;2008;4103008;29122,81; SECA
Juranda;PR;Soja;40;3015;2110,5;0,70;42647;2336,31;0,0548;1168,16;2008;4112959;24092,77; SECA
Ourizona;PR;Soja;25;2796;1677,6;0,60;28237,15;1669,67;0,0591;834,84;2008;4117404;17612,73; SECA
São Jorge do Ivaí;PR;Soja;23;2650;1590;0,60;26092,83;2164;0,0829;1082;2008;4125308;18210,81; SECA
São Jorge do Ivaí;PR;Soja;311;2279;1139,5;0,50;365552,26;2332,48;0,0064;1166,24;2008;4125308;19040,74; SECA
São Jorge do Ivaí;PR;Soja;72;2650;1590;0,60;75506,27;6262,09;0,0829;3131,05;2008;4125308;38420,26; SECA
Vera Cruz do Oeste;PR;Milho 1ª safra;20;7600;5320;0,70;28477,2;1296,95;0,0455;648,48;2008;4128559;12342,51; SECA
Assis Chateaubriand;PR;Soja;6;2706;1894,2;0,70;5620,45;317,68;0,0565;158,84;2008;4102000;3116,14; SECA
Itaquiraí;MS;Soja;25;5515;2757,5;0,50;52413,26;5548,81;0,1059;2774,41;2008;5004601;33139,48; SECA
Ponta Grossa;PR;Milho 1ª safra;12;7854;5497,8;0,70;22551,6;1144,73;0,0508;572,37;2008;4119905;22551,60; SECA
São João;PR;Milho 1ª safra;30;6052;3933,8;0,65;49769,4;2196,34;0,0441;1098,17;2008;4124806;34214,09; SECA
Jaborandi;BA;Soja;345;2270;1135;0,50;391520,76;22895,45;0,0585;11447,73;2008;2917359;56280,43; SECA
Ourizona;PR;Soja;19;2796;1677,6;0,60;13618,62;805,27;0,0591;402,64;2008;4117404;5887,27; SECA
Ourizona;PR;Milho 1ª safra;14;4303;2581,8;0,60;18277,46;1132,4;0,0620;566,2;2008;4117404;73,62; SECA
Arapoti;PR;Milho 1ª safra;350;7107;4619,55;0,65;571270;25210,4;0,0441;12605,2;2008;4101606;225864,90; SECA
Itaporã;MS;Soja;60;2613;1567,8;0,60;65241,6;3737,2;0,0573;1868,6;2008;5004502;26541,07; SECA
Astorga;PR;Milho 1ª safra;17;2988;2091,6;0,70;17341,94;988,28;0,0570;494,14;2008;4102109;10082,95; SECA
São João do Ivaí;PR;Milho 1ª safra;96;6299;4094,35;0,65;108431,04;5350,83;0,0493;2675,42;2008;4125001;36211,48; SECA
Aral Moreira;MS;Soja;282;2500;1500;0,60;273833,08;15685,88;0,0573;7842,94;2008;5001243;133180,35; SECA
Santa Fé;PR;Soja;14;2281;1140,5;0,50;14892,74;859,57;0,0577;429,79;2008;4123402;2760,87; SECA
Coromandel;MG;Soja;225;2424;1212;0,50;209700;8023,3;0,0383;4011,65;2008;3119302;602973,84; SECA
São Mateus do Sul;PR;Milho 1ª safra;42;7045;3522,5;0,50;63099,47;2784,6;0,0441;1392,3;2008;4125605;3477,58; SECA
Ampére;PR;Milho 1ª safra;30;4161;2496,6;0,60;43355,1;3600,35;0,0830;1800,18;2008;4101002;15398,78; SECA
Engenheiro Beltrão;PR;Soja;41;3088;2161,6;0,70;45090,15;2626,99;0,0583;1313,5;2008;4107504;37107,16; SECA
Cascavel;PR;Trigo;170;1831;1098,6;0,60;146166,85;19001,69;0,1300;11401,01;2008;4104808;28541,77; GRANIZO
Mariópolis;PR;Milho 1ª safra;20;7878;5120,7;0,65;33115;1461,37;0,0441;730,69;2008;4115309;21972,55; SECA
Mariópolis;PR;Soja;7;2720;1904;0,70;7516,89;375,84;0,0500;187,92;2008;4115309;4769,11; SECA
Mariópolis;PR;Milho 1ª safra;19;7878;5120,7;0,65;28309,5;1249,31;0,0441;624,66;2008;4115309;18717,60; SECA
Terra Boa;PR;Soja;121;2670;1468,5;0,55;119965,21;4042,3;0,0337;2021,15;2008;4127205;46589,80; SECA
